item1,item1Label,item2,item2Label
http://www.wikidata.org/entity/Q83646243,western animation,http://www.wikidata.org/entity/Q1107,anime
http://www.wikidata.org/entity/Q1313,summer,http://www.wikidata.org/entity/Q1311,winter
http://www.wikidata.org/entity/Q1314,autumn,http://www.wikidata.org/entity/Q1312,spring
http://www.wikidata.org/entity/Q1311,winter,http://www.wikidata.org/entity/Q1313,summer
http://www.wikidata.org/entity/Q1312,spring,http://www.wikidata.org/entity/Q1314,autumn
http://www.wikidata.org/entity/Q123524,solstice,http://www.wikidata.org/entity/Q1315,equinox
http://www.wikidata.org/entity/Q7690759,Te Arai,http://www.wikidata.org/entity/Q1410,Gibraltar
http://www.wikidata.org/entity/Q2492572,uncitedness,http://www.wikidata.org/entity/Q1713,citation
http://www.wikidata.org/entity/Q66724591,non-English,http://www.wikidata.org/entity/Q1860,English
http://www.wikidata.org/entity/Q1996086,non-food item,http://www.wikidata.org/entity/Q2095,food
http://www.wikidata.org/entity/Q651050,electron hole,http://www.wikidata.org/entity/Q2225,electron
http://www.wikidata.org/entity/Q2743798,unbarred spiral galaxy,http://www.wikidata.org/entity/Q2490,barred spiral galaxy
http://www.wikidata.org/entity/Q1208989,beef cattle,http://www.wikidata.org/entity/Q2915,dairy cattle
http://www.wikidata.org/entity/Q3031,girl,http://www.wikidata.org/entity/Q3010,boy
http://www.wikidata.org/entity/Q3010,boy,http://www.wikidata.org/entity/Q3031,girl
http://www.wikidata.org/entity/Q2096707,structural Marxism,http://www.wikidata.org/entity/Q3842,Marxist humanism
http://www.wikidata.org/entity/Q7397,software,http://www.wikidata.org/entity/Q3966,computer hardware
http://www.wikidata.org/entity/Q661613,batch processing,http://www.wikidata.org/entity/Q3988,real-time computing
http://www.wikidata.org/entity/Q6999,astronomical object,http://www.wikidata.org/entity/Q4169,outer space
http://www.wikidata.org/entity/Q60572872,heterobiography,http://www.wikidata.org/entity/Q4184,autobiography
http://www.wikidata.org/entity/Q1200733,divestment,http://www.wikidata.org/entity/Q4290,investment
http://www.wikidata.org/entity/Q545913,backplane system,http://www.wikidata.org/entity/Q4321,motherboard
http://www.wikidata.org/entity/Q502804,Bronchodilatation,http://www.wikidata.org/entity/Q4375,bronchoconstriction
http://www.wikidata.org/entity/Q6064718,Template:Oppose,http://www.wikidata.org/entity/Q5056,Template:Support
http://www.wikidata.org/entity/Q9430,ocean,http://www.wikidata.org/entity/Q5107,continent
http://www.wikidata.org/entity/Q27554677,former capital,http://www.wikidata.org/entity/Q5119,capital
http://www.wikidata.org/entity/Q875134,European Russia,http://www.wikidata.org/entity/Q5428,Siberia
http://www.wikidata.org/entity/Q1417005,Nullator,http://www.wikidata.org/entity/Q5528,anyon
http://www.wikidata.org/entity/Q1192049,natural fiber,http://www.wikidata.org/entity/Q5856,synthetic fiber
http://www.wikidata.org/entity/Q2058312,patter song,http://www.wikidata.org/entity/Q6010,rap
http://www.wikidata.org/entity/Q182121,anti-communism,http://www.wikidata.org/entity/Q6186,communism
http://www.wikidata.org/entity/Q389647,anti-capitalism,http://www.wikidata.org/entity/Q6206,capitalism
http://www.wikidata.org/entity/Q1159675,Luddite movement,http://www.wikidata.org/entity/Q6206,capitalism
http://www.wikidata.org/entity/Q7169,conservatism,http://www.wikidata.org/entity/Q6216,liberalism
http://www.wikidata.org/entity/Q2853246,anti-liberalism,http://www.wikidata.org/entity/Q6216,liberalism
http://www.wikidata.org/entity/Q210189,anti-fascism,http://www.wikidata.org/entity/Q6223,fascism
http://www.wikidata.org/entity/Q1030234,anti-authoritarianism,http://www.wikidata.org/entity/Q6229,authoritarianism
http://www.wikidata.org/entity/Q188843,cosmopolitanism,http://www.wikidata.org/entity/Q6235,nationalism
http://www.wikidata.org/entity/Q649132,anti-nationalism,http://www.wikidata.org/entity/Q6235,nationalism
http://www.wikidata.org/entity/Q188843,cosmopolitanism,http://www.wikidata.org/entity/Q6241,patriotism
http://www.wikidata.org/entity/Q61029267,rest of the world,http://www.wikidata.org/entity/Q6256,country
http://www.wikidata.org/entity/Q11288,web server,http://www.wikidata.org/entity/Q6368,web browser
http://www.wikidata.org/entity/Q2257941,male homosexuality,http://www.wikidata.org/entity/Q6649,lesbianism
http://www.wikidata.org/entity/Q25267463,heterosexual female,http://www.wikidata.org/entity/Q6649,lesbianism
http://www.wikidata.org/entity/Q1001339,Puerto Natales,http://www.wikidata.org/entity/Q6816,Ulan-Ude
http://www.wikidata.org/entity/Q2426029,Women's European Volleyball Championship,http://www.wikidata.org/entity/Q6834,Men's European Volleyball Championship
http://www.wikidata.org/entity/Q4169,outer space,http://www.wikidata.org/entity/Q6999,astronomical object
http://www.wikidata.org/entity/Q620805,theism,http://www.wikidata.org/entity/Q7066,atheism
http://www.wikidata.org/entity/Q33442,idealism,http://www.wikidata.org/entity/Q7081,materialism
http://www.wikidata.org/entity/Q12829165,unconsciousness,http://www.wikidata.org/entity/Q7087,consciousness
http://www.wikidata.org/entity/Q6216,liberalism,http://www.wikidata.org/entity/Q7169,conservatism
http://www.wikidata.org/entity/Q173424,autocracy,http://www.wikidata.org/entity/Q7174,democracy
http://www.wikidata.org/entity/Q977984,deglobalization,http://www.wikidata.org/entity/Q7181,globalisation
http://www.wikidata.org/entity/Q41644,Warsaw Pact,http://www.wikidata.org/entity/Q7184,NATO
http://www.wikidata.org/entity/Q192852,political opposition,http://www.wikidata.org/entity/Q7188,government
http://www.wikidata.org/entity/Q1898509,neontology,http://www.wikidata.org/entity/Q7205,paleontology
http://www.wikidata.org/entity/Q2465551,meronomy,http://www.wikidata.org/entity/Q7211,taxonomy
http://www.wikidata.org/entity/Q1415055,ugliness,http://www.wikidata.org/entity/Q7242,beauty
http://www.wikidata.org/entity/Q181339,patriarchy,http://www.wikidata.org/entity/Q7252,feminism
http://www.wikidata.org/entity/Q575220,antifeminism,http://www.wikidata.org/entity/Q7252,feminism
http://www.wikidata.org/entity/Q1144178,anti-imperialism,http://www.wikidata.org/entity/Q7260,imperialism
http://www.wikidata.org/entity/Q22676587,monarchic system,http://www.wikidata.org/entity/Q7270,republic
http://www.wikidata.org/entity/Q909459,counter-terrorism,http://www.wikidata.org/entity/Q7283,terrorism
http://www.wikidata.org/entity/Q252837,gentile,http://www.wikidata.org/entity/Q7325,Jewish people
http://www.wikidata.org/entity/Q3966,computer hardware,http://www.wikidata.org/entity/Q7397,software
http://www.wikidata.org/entity/Q10310064,civilian clothes,http://www.wikidata.org/entity/Q7434,uniform
http://www.wikidata.org/entity/Q7565,father,http://www.wikidata.org/entity/Q7560,mother
http://www.wikidata.org/entity/Q7560,mother,http://www.wikidata.org/entity/Q7565,father
http://www.wikidata.org/entity/Q177232,son,http://www.wikidata.org/entity/Q7566,parent
http://www.wikidata.org/entity/Q239526,offspring,http://www.wikidata.org/entity/Q7566,parent
http://www.wikidata.org/entity/Q308194,daughter,http://www.wikidata.org/entity/Q7566,parent
http://www.wikidata.org/entity/Q29514218,child,http://www.wikidata.org/entity/Q7566,parent
http://www.wikidata.org/entity/Q80837,supernatural,http://www.wikidata.org/entity/Q7860,nature
http://www.wikidata.org/entity/Q62026522,non-drinking water,http://www.wikidata.org/entity/Q7892,drinking water
http://www.wikidata.org/entity/Q642867,La Niña,http://www.wikidata.org/entity/Q7939,El Niño
http://www.wikidata.org/entity/Q1322176,global cooling,http://www.wikidata.org/entity/Q7942,global warming
http://www.wikidata.org/entity/Q7049495,nonmineral,http://www.wikidata.org/entity/Q7946,mineral
http://www.wikidata.org/entity/Q4925193,lie,http://www.wikidata.org/entity/Q7949,truth
http://www.wikidata.org/entity/Q47429760,witch or warlock,http://www.wikidata.org/entity/Q8028,fairy
http://www.wikidata.org/entity/Q1143834,gadjo,http://www.wikidata.org/entity/Q8060,Romani
http://www.wikidata.org/entity/Q36133,soil,http://www.wikidata.org/entity/Q8063,rock
http://www.wikidata.org/entity/Q241284,geosphere,http://www.wikidata.org/entity/Q8104,atmosphere
http://www.wikidata.org/entity/Q638260,Neiva,http://www.wikidata.org/entity/Q8131,Palembang
http://www.wikidata.org/entity/Q485100,illiteracy,http://www.wikidata.org/entity/Q8236,literacy
http://www.wikidata.org/entity/Q213051,nonfiction,http://www.wikidata.org/entity/Q8253,fiction
http://www.wikidata.org/entity/Q2157065,pedophobia,http://www.wikidata.org/entity/Q8388,pedophilia
http://www.wikidata.org/entity/Q2998028,irrumatio,http://www.wikidata.org/entity/Q8401,fellatio
http://www.wikidata.org/entity/Q215627,person,http://www.wikidata.org/entity/Q8425,society
http://www.wikidata.org/entity/Q83781188,primitive culture,http://www.wikidata.org/entity/Q8432,civilization
http://www.wikidata.org/entity/Q467,woman,http://www.wikidata.org/entity/Q8441,man
http://www.wikidata.org/entity/Q93190,divorce,http://www.wikidata.org/entity/Q8445,marriage
http://www.wikidata.org/entity/Q582965,anti-racism,http://www.wikidata.org/entity/Q8461,racism
http://www.wikidata.org/entity/Q79990,Christchurch,http://www.wikidata.org/entity/Q8757,A Coruña
http://www.wikidata.org/entity/Q815577,ignorance,http://www.wikidata.org/entity/Q9081,knowledge
http://www.wikidata.org/entity/Q204170,darkness,http://www.wikidata.org/entity/Q9128,light
http://www.wikidata.org/entity/Q9163,polytheism,http://www.wikidata.org/entity/Q9159,monotheism
http://www.wikidata.org/entity/Q9159,monotheism,http://www.wikidata.org/entity/Q9163,polytheism
http://www.wikidata.org/entity/Q565005,antireligion,http://www.wikidata.org/entity/Q9174,religion
http://www.wikidata.org/entity/Q11857691,Q11857691,http://www.wikidata.org/entity/Q9174,religion
http://www.wikidata.org/entity/Q5107,continent,http://www.wikidata.org/entity/Q9430,ocean
http://www.wikidata.org/entity/Q4445091,subjective reality,http://www.wikidata.org/entity/Q9510,reality
http://www.wikidata.org/entity/Q9655,artery,http://www.wikidata.org/entity/Q9609,vein
http://www.wikidata.org/entity/Q9609,vein,http://www.wikidata.org/entity/Q9655,artery
http://www.wikidata.org/entity/Q473252,enriched uranium,http://www.wikidata.org/entity/Q9698,depleted uranium
http://www.wikidata.org/entity/Q1383557,intra-word punctuation mark,http://www.wikidata.org/entity/Q9788,letter
http://www.wikidata.org/entity/Q10230,Bharatiya Janata Party,http://www.wikidata.org/entity/Q10225,Indian National Congress
http://www.wikidata.org/entity/Q10225,Indian National Congress,http://www.wikidata.org/entity/Q10230,Bharatiya Janata Party
http://www.wikidata.org/entity/Q200535,wealth,http://www.wikidata.org/entity/Q10294,poverty
http://www.wikidata.org/entity/Q755138,counter-revolution,http://www.wikidata.org/entity/Q10931,revolution
http://www.wikidata.org/entity/Q5418608,evolution,http://www.wikidata.org/entity/Q10931,revolution
http://www.wikidata.org/entity/Q11007,House of Lords,http://www.wikidata.org/entity/Q11005,House of Commons
http://www.wikidata.org/entity/Q11005,House of Commons,http://www.wikidata.org/entity/Q11007,House of Lords
http://www.wikidata.org/entity/Q15886192,grassroots media,http://www.wikidata.org/entity/Q11033,mass media
http://www.wikidata.org/entity/Q28539636,exocrine system,http://www.wikidata.org/entity/Q11078,endocrine system
http://www.wikidata.org/entity/Q11193,base,http://www.wikidata.org/entity/Q11158,acid
http://www.wikidata.org/entity/Q11351,organic chemistry,http://www.wikidata.org/entity/Q11165,inorganic chemistry
http://www.wikidata.org/entity/Q2512777,simple substance,http://www.wikidata.org/entity/Q11173,chemical compound
http://www.wikidata.org/entity/Q4684340,slash,http://www.wikidata.org/entity/Q11185,backslash
http://www.wikidata.org/entity/Q3798298,public IP address,http://www.wikidata.org/entity/Q11186,private IP address
http://www.wikidata.org/entity/Q11158,acid,http://www.wikidata.org/entity/Q11193,base
http://www.wikidata.org/entity/Q168698,exponential function,http://www.wikidata.org/entity/Q11197,logarithm
http://www.wikidata.org/entity/Q577570,antilogarithm,http://www.wikidata.org/entity/Q11197,logarithm
http://www.wikidata.org/entity/Q6368,web browser,http://www.wikidata.org/entity/Q11288,web server
http://www.wikidata.org/entity/Q58214760,Q58214760,http://www.wikidata.org/entity/Q11295,Anamorphic widescreen
http://www.wikidata.org/entity/Q9158156,chemical anti-element,http://www.wikidata.org/entity/Q11344,chemical element
http://www.wikidata.org/entity/Q11165,inorganic chemistry,http://www.wikidata.org/entity/Q11351,organic chemistry
http://www.wikidata.org/entity/Q36496,ion,http://www.wikidata.org/entity/Q11369,molecule
http://www.wikidata.org/entity/Q2635300,wired network,http://www.wikidata.org/entity/Q11375,wireless network
http://www.wikidata.org/entity/Q38084560,non-gravitational force,http://www.wikidata.org/entity/Q11412,gravity
http://www.wikidata.org/entity/Q19600,nonmetal,http://www.wikidata.org/entity/Q11426,metal
http://www.wikidata.org/entity/Q502261,silence,http://www.wikidata.org/entity/Q11461,sound
http://www.wikidata.org/entity/Q12916,real number,http://www.wikidata.org/entity/Q11567,complex number
http://www.wikidata.org/entity/Q66096,United States Senate,http://www.wikidata.org/entity/Q11701,United States House of Representatives
http://www.wikidata.org/entity/Q2071011,"April, May and June",http://www.wikidata.org/entity/Q11965,"Huey, Dewey, and Louie"
http://www.wikidata.org/entity/Q1417240,benign neoplasm,http://www.wikidata.org/entity/Q12078,cancer
http://www.wikidata.org/entity/Q16511993,queen,http://www.wikidata.org/entity/Q12097,king
http://www.wikidata.org/entity/Q11873762,hearing person,http://www.wikidata.org/entity/Q12133,deafness
http://www.wikidata.org/entity/Q317309,mental health,http://www.wikidata.org/entity/Q12135,mental disorder
http://www.wikidata.org/entity/Q12147,health,http://www.wikidata.org/entity/Q12136,disease
http://www.wikidata.org/entity/Q1595418,remedy,http://www.wikidata.org/entity/Q12136,disease
http://www.wikidata.org/entity/Q12136,disease,http://www.wikidata.org/entity/Q12147,health
http://www.wikidata.org/entity/Q107613011,Q107613011,http://www.wikidata.org/entity/Q12217,Real Madrid Castilla
http://www.wikidata.org/entity/Q752641,asymmetry,http://www.wikidata.org/entity/Q12485,symmetry
http://www.wikidata.org/entity/Q2632167,nonrenewable energy,http://www.wikidata.org/entity/Q12705,renewable energy
http://www.wikidata.org/entity/Q843537,external combustion engine,http://www.wikidata.org/entity/Q12757,internal combustion engine
http://www.wikidata.org/entity/Q222405,cold weapon,http://www.wikidata.org/entity/Q12796,firearm
http://www.wikidata.org/entity/Q30750835,draft weapon,http://www.wikidata.org/entity/Q12796,firearm
http://www.wikidata.org/entity/Q11567,complex number,http://www.wikidata.org/entity/Q12916,real number
http://www.wikidata.org/entity/Q9165172,imaginary number,http://www.wikidata.org/entity/Q12916,real number
http://www.wikidata.org/entity/Q3847256,Q3847256,http://www.wikidata.org/entity/Q13184,berry
http://www.wikidata.org/entity/Q76287,declination,http://www.wikidata.org/entity/Q13442,right ascension
http://www.wikidata.org/entity/Q26921434,anti-rootkit software,http://www.wikidata.org/entity/Q14645,rootkit
http://www.wikidata.org/entity/Q4003545,umount,http://www.wikidata.org/entity/Q14710,mount
http://www.wikidata.org/entity/Q5953359,instantaneous water heater,http://www.wikidata.org/entity/Q14931,storage water heater
http://www.wikidata.org/entity/Q721869,Reverse Address Resolution Protocol,http://www.wikidata.org/entity/Q15171,Address Resolution Protocol
http://www.wikidata.org/entity/Q15292,evil,http://www.wikidata.org/entity/Q15290,good
http://www.wikidata.org/entity/Q15290,good,http://www.wikidata.org/entity/Q15292,evil
http://www.wikidata.org/entity/Q205895,landmass,http://www.wikidata.org/entity/Q15324,body of water
http://www.wikidata.org/entity/Q12037413,billionth,http://www.wikidata.org/entity/Q16021,"1,000,000,000"
http://www.wikidata.org/entity/Q138502,artificial light,http://www.wikidata.org/entity/Q16491,daylight
http://www.wikidata.org/entity/Q1153471,night sky,http://www.wikidata.org/entity/Q16491,daylight
http://www.wikidata.org/entity/Q16501,hypothyroidism,http://www.wikidata.org/entity/Q16499,hyperthyroidism
http://www.wikidata.org/entity/Q16499,hyperthyroidism,http://www.wikidata.org/entity/Q16501,hypothyroidism
http://www.wikidata.org/entity/Q21469493,Wikimedia project chat in specific languages,http://www.wikidata.org/entity/Q16503,Project:Village pump
http://www.wikidata.org/entity/Q738621,landline telephone,http://www.wikidata.org/entity/Q17517,mobile phone
http://www.wikidata.org/entity/Q1247560,praxis,http://www.wikidata.org/entity/Q17737,theory
http://www.wikidata.org/entity/Q10354783,practice,http://www.wikidata.org/entity/Q17737,theory
http://www.wikidata.org/entity/Q3826426,private sphere,http://www.wikidata.org/entity/Q17945,public sphere
http://www.wikidata.org/entity/Q7949,truth,http://www.wikidata.org/entity/Q17949,falsity
http://www.wikidata.org/entity/Q188572,fact,http://www.wikidata.org/entity/Q17949,falsity
http://www.wikidata.org/entity/Q6692780,low-rise building,http://www.wikidata.org/entity/Q18142,high-rise building
http://www.wikidata.org/entity/Q450,mind,http://www.wikidata.org/entity/Q18237,instinct
http://www.wikidata.org/entity/Q373065,applied physics,http://www.wikidata.org/entity/Q18362,theoretical physics
http://www.wikidata.org/entity/Q373065,applied physics,http://www.wikidata.org/entity/Q18366,experimental physics
http://www.wikidata.org/entity/Q65581464,literalism,http://www.wikidata.org/entity/Q18534,metaphor
http://www.wikidata.org/entity/Q30347736,Q30347736,http://www.wikidata.org/entity/Q18542,grade retention
http://www.wikidata.org/entity/Q18601,long-term memory,http://www.wikidata.org/entity/Q18599,short-term memory
http://www.wikidata.org/entity/Q18599,short-term memory,http://www.wikidata.org/entity/Q18601,long-term memory
http://www.wikidata.org/entity/Q18614,implicit memory,http://www.wikidata.org/entity/Q18608,explicit memory
http://www.wikidata.org/entity/Q18608,explicit memory,http://www.wikidata.org/entity/Q18614,implicit memory
http://www.wikidata.org/entity/Q18650,semantic memory,http://www.wikidata.org/entity/Q18646,episodic memory
http://www.wikidata.org/entity/Q18646,episodic memory,http://www.wikidata.org/entity/Q18650,semantic memory
http://www.wikidata.org/entity/Q188976,counterculture,http://www.wikidata.org/entity/Q18957,mainstream
http://www.wikidata.org/entity/Q209672,cult following,http://www.wikidata.org/entity/Q18957,mainstream
http://www.wikidata.org/entity/Q264965,subculture,http://www.wikidata.org/entity/Q18957,mainstream
http://www.wikidata.org/entity/Q11426,metal,http://www.wikidata.org/entity/Q19600,nonmetal
http://www.wikidata.org/entity/Q50423863,copyrighted,http://www.wikidata.org/entity/Q19652,public domain
http://www.wikidata.org/entity/Q235729,common year,http://www.wikidata.org/entity/Q19828,leap year
http://www.wikidata.org/entity/Q24855732,ISS Enterprise,http://www.wikidata.org/entity/Q20074,Enterprise
http://www.wikidata.org/entity/Q1291453,non-bank,http://www.wikidata.org/entity/Q22687,bank
http://www.wikidata.org/entity/Q543,censorship,http://www.wikidata.org/entity/Q22692,freedom of speech
http://www.wikidata.org/entity/Q105749581,restrictions to free speech,http://www.wikidata.org/entity/Q22692,freedom of speech
http://www.wikidata.org/entity/Q13420330,provider,http://www.wikidata.org/entity/Q22855,consumer
http://www.wikidata.org/entity/Q109247444,DIYer,http://www.wikidata.org/entity/Q22855,consumer
http://www.wikidata.org/entity/Q3397411,fixed bridge,http://www.wikidata.org/entity/Q23383,drawbridge
http://www.wikidata.org/entity/Q23423,battlement,http://www.wikidata.org/entity/Q23419,merlon
http://www.wikidata.org/entity/Q23419,merlon,http://www.wikidata.org/entity/Q23423,battlement
http://www.wikidata.org/entity/Q23445,black,http://www.wikidata.org/entity/Q23444,white
http://www.wikidata.org/entity/Q23444,white,http://www.wikidata.org/entity/Q23445,black
http://www.wikidata.org/entity/Q1036511,vernacular,http://www.wikidata.org/entity/Q23492,official language
http://www.wikidata.org/entity/Q10351538,intercardinal direction,http://www.wikidata.org/entity/Q23718,cardinal direction
http://www.wikidata.org/entity/Q11114344,points of the compass,http://www.wikidata.org/entity/Q23718,cardinal direction
http://www.wikidata.org/entity/Q55111726,mutable object,http://www.wikidata.org/entity/Q23828,immutable object
http://www.wikidata.org/entity/Q900494,César Award for Best Actor,http://www.wikidata.org/entity/Q24241,César Award for Best Actress
http://www.wikidata.org/entity/Q24869,feature film,http://www.wikidata.org/entity/Q24862,short film
http://www.wikidata.org/entity/Q24862,short film,http://www.wikidata.org/entity/Q24869,feature film
http://www.wikidata.org/entity/Q11959835,impotence,http://www.wikidata.org/entity/Q25107,power
http://www.wikidata.org/entity/Q43806,Invertebrata,http://www.wikidata.org/entity/Q25241,Vertebrata
http://www.wikidata.org/entity/Q6497624,buoyancy,http://www.wikidata.org/entity/Q25288,weight
http://www.wikidata.org/entity/Q25374,Odd-toed ungulate,http://www.wikidata.org/entity/Q25329,Artiodactyla
http://www.wikidata.org/entity/Q309017,electrical conductance,http://www.wikidata.org/entity/Q25358,electrical resistance
http://www.wikidata.org/entity/Q25329,Artiodactyla,http://www.wikidata.org/entity/Q25374,Odd-toed ungulate
http://www.wikidata.org/entity/Q9393677,Ostra Aros,http://www.wikidata.org/entity/Q25412,Västerås
http://www.wikidata.org/entity/Q26110,positive economics,http://www.wikidata.org/entity/Q26086,normative economics
http://www.wikidata.org/entity/Q26086,normative economics,http://www.wikidata.org/entity/Q26110,positive economics
http://www.wikidata.org/entity/Q1321845,normative ethics,http://www.wikidata.org/entity/Q26110,positive economics
http://www.wikidata.org/entity/Q5212505,list of diplomatic missions in South Korea,http://www.wikidata.org/entity/Q26127,list of diplomatic missions of South Korea
http://www.wikidata.org/entity/Q5370449,list of diplomatic missions in North Korea,http://www.wikidata.org/entity/Q26216,list of diplomatic missions of North Korea
http://www.wikidata.org/entity/Q11896502,economic loss,http://www.wikidata.org/entity/Q26911,economic profit
http://www.wikidata.org/entity/Q98831459,Q98831459,http://www.wikidata.org/entity/Q27561,Caribbean Netherlands
http://www.wikidata.org/entity/Q913935,superstratum,http://www.wikidata.org/entity/Q27630,substratum
http://www.wikidata.org/entity/Q38072107,fiction literature,http://www.wikidata.org/entity/Q27801,non-fiction literature
http://www.wikidata.org/entity/Q159791,Anno Domini,http://www.wikidata.org/entity/Q28200,Before Christ
http://www.wikidata.org/entity/Q208141,Common Era,http://www.wikidata.org/entity/Q28200,Before Christ
http://www.wikidata.org/entity/Q3714072,Post Christum Natum,http://www.wikidata.org/entity/Q28200,Before Christ
http://www.wikidata.org/entity/Q1854186,start codon,http://www.wikidata.org/entity/Q28354,stop codon
http://www.wikidata.org/entity/Q13653490,hand-held telephone,http://www.wikidata.org/entity/Q28460,handsfree
http://www.wikidata.org/entity/Q109287319,disrespect,http://www.wikidata.org/entity/Q28510,respect
http://www.wikidata.org/entity/Q380829,private library,http://www.wikidata.org/entity/Q28564,public library
http://www.wikidata.org/entity/Q580234,fundamental science,http://www.wikidata.org/entity/Q28797,applied science
http://www.wikidata.org/entity/Q3566043,bad,http://www.wikidata.org/entity/Q28877,good
http://www.wikidata.org/entity/Q2290276,season finale,http://www.wikidata.org/entity/Q29197,season premiere
http://www.wikidata.org/entity/Q997233,white box,http://www.wikidata.org/entity/Q29256,black box
http://www.wikidata.org/entity/Q29552,Democratic Party,http://www.wikidata.org/entity/Q29468,Republican Party
